scope,sheet,row_number,machine_code,product_text,agiz_mm,gramaj_gr,raw_F,raw_G,raw_J,raw_K,raw_L,numeric_J,numeric_K,numeric_L,parse_status
fallback_latest_370_rows_largest_sheet,ESKİ,1315,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,30.62,12,9,30.62,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1316,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,110,,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,4,4,21.2,4,4,21.2,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1317,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,12,7,43.4,12,7,43.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1318,503,5000 CC P061 170 ŞEFFAF ŞEFFAF POSET STANDART,,,503,5000 CC P061 170 ŞEFFAF ŞEFFAF POSET STANDART,1,1,15,1,1,15,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1319,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,,,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,2,2,8.5,2,2,8.5,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1320,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,18.5,8,7,18.5,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1321,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,28,,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,4,3,21.4,4,3,21.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1322,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,22.5,12,9,22.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1323,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,110,,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,4,4,20.9,4,4,20.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1324,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,8,7,43.5,8,7,43.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1325,501,200 CC P118 17 OPAK SEDEFLİ MOR PALET STANDART,,,501,200 CC P118 17 OPAK SEDEFLİ MOR PALET STANDART,6,6,16.02,6,6,16.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1326,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,,,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,2,2,8,2,2,8,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1327,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,17,8,7,17,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1328,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,28,,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,4,4,23.5,4,4,23.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1329,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,22.9,12,9,22.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1330,208,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,90,,208,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,4,4,23.47,4,4,23.47,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1331,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,28.4,4,3,28.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1332,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,110,,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,4,4,21.1,4,4,21.1,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1333,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,12,7,45,12,7,45,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1334,501,100 CC I005 15 ŞEFFAF ŞEFFAF PALET STANDART,,,501,100 CC I005 15 ŞEFFAF ŞEFFAF PALET STANDART,6,6,16.12,6,6,16.12,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1335,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,17,8,7,17,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1336,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,28,,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,4,3,18,4,3,18,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1337,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,22.4,12,9,22.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1338,210,E031B 110 MM FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,110,,210,E031B 110 MM FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,4,4,21,4,4,21,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1339,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,12,7,43.5,12,7,43.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1340,501,200 CC P118 17 OPAK SEDEFLİ MOR PALET STANDART,,,501,200 CC P118 17 OPAK SEDEFLİ MOR PALET STANDART,6,6,16.02,6,6,16.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1341,404,1000 CC S054 43 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,404,1000 CC S054 43 ŞEFFAF ŞEFFAF PLS. PLT STANDART,2,2,7,2,2,7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1342,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,,,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,2,2,8.6,2,2,8.6,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1343,401,2000 CC S003 61 ŞEFFAF ŞEFFAF POSET STANDART,,,401,2000 CC S003 61 ŞEFFAF ŞEFFAF POSET STANDART,1,1,8.3,1,1,8.3,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1344,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,,,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,2,2,9.6,2,2,9.6,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1345,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,16.9,8,7,16.9,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1346,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,28,,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,4,3,18,4,3,18,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1347,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,22.9,12,9,22.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1348,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,90,,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,4,3,19.9,4,3,19.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1349,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,27,12,9,27,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1350,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,28.3,4,3,28.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1351,210,E031B 110 MM FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,110,,210,E031B 110 MM FOLYOLU 17 OPAK MAVİ PLT.IC.KOLI STANDART,4,3,22.2,4,3,22.2,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1352,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,12,7,43.6,12,7,43.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1353,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,9.99,1,1,9.99,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1354,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,16.9,8,7,16.9,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1355,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,28,,204,E128 28 MM 8 OPAK YEŞİL KOLI CAKMA,4,2,16.9,4,2,16.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1356,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,23.6,12,9,23.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1357,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,90,,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,4,3,20.7,4,3,20.7,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1358,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,27.05,12,9,27.05,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1359,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK GOLD PLT.IC.KOLI STANDART,110,,210,E031A 110 MM ETİKETLİ FOLYOLU 17 OPAK GOLD PLT.IC.KOLI STANDART,4,4,22.3,4,4,22.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1360,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,12,7,43.4,12,7,43.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1361,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,10.87,1,1,10.87,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1362,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,17.1,8,7,17.1,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1363,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,16.9,4,2,16.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1364,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,23,12,9,23,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1365,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,90,,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,4,3,22.8,4,3,22.8,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1366,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,26.87,12,9,26.87,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1367,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,4,3,24.1,4,3,24.1,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1368,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK YEŞİL PLT.IC.KOLI STANDART,100,,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK YEŞİL PLT.IC.KOLI STANDART,4,4,21.2,4,4,21.2,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1369,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,12,7,43.4,12,7,43.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1370,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,,,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,6,6,14,6,6,14,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1371,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,10.97,1,1,10.97,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1372,405,1200 CC S023 91 OPAK LACİVERT PALET STANDART,,,405,1200 CC S023 91 OPAK LACİVERT PALET STANDART,2,2,8.7,2,2,8.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1373,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK LACİVERT KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK LACİVERT KOLI STANDART,12,7,39.4,12,7,39.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1374,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,17.2,8,7,17.2,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1375,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,17,4,2,17,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1376,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,23,12,9,23,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1377,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,90,,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,4,3,20,4,3,20,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1378,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,26.99,12,9,26.99,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1379,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,4,3,23.2,4,3,23.2,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1380,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK YEŞİL PLT.IC.KOLI STANDART,100,,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK YEŞİL PLT.IC.KOLI STANDART,4,4,18.9,4,4,18.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1381,212,E123 28 MM FLİPTOP 13 ŞEFFAF GÜL KURUSU PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF GÜL KURUSU PLT.IC.KOLI STANDART,12,12,22.23,12,12,22.23,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1382,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,,,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,6,6,16.02,6,6,16.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1383,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,,,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,2,2,8.7,2,2,8.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1384,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,,,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,6,6,15.02,6,6,15.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1385,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,16.9,8,7,16.9,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1386,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,17.8,4,2,17.8,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1387,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,23,12,9,23,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1388,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,90,,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,4,3,20.1,4,3,20.1,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1389,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,26.91,12,9,26.91,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1390,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,24,4,3,24,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1391,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK YEŞİL PLT.IC.KOLI STANDART,100,,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK YEŞİL PLT.IC.KOLI STANDART,4,4,18.4,4,4,18.4,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1392,212,E123 28 MM FLİPTOP 13 ŞEFFAF GÜL KURUSU PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF GÜL KURUSU PLT.IC.KOLI STANDART,12,12,23.84,12,12,23.84,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1393,401,700 CC S006 90 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,700 CC S006 90 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,9.37,1,1,9.37,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1394,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,,,405,1200 CC S023 91 OPAK SİYAH PALET STANDART,2,2,8.6,2,2,8.6,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1395,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,,,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,6,6,16.02,6,6,16.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1396,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,19.7,8,7,19.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1397,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,16.9,4,2,16.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1398,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,23.2,12,9,23.2,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1399,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,90,,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,4,4,26.1,4,4,26.1,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1400,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,26.86,12,9,26.86,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1401,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,4,4,23.5,4,4,23.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1402,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK YEŞİL PLT.IC.KOLI STANDART,100,,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK YEŞİL PLT.IC.KOLI STANDART,4,4,18.5,4,4,18.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1403,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,11.78,1,1,11.78,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1404,405,750 CC S034 60 OPAK BEYAZ PALET STANDART,,,405,750 CC S034 60 OPAK BEYAZ PALET STANDART,2,2,8.7,2,2,8.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1405,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ TWIST OFF PREFORM 91 OPAK SİYAH KOLI STANDART,12,7,44.8,12,7,44.8,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1406,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,,,501,150 CC P134 18 OPAK BEYAZ PALET STANDART,6,6,16.02,6,6,16.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1407,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,7,18.6,8,7,18.6,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1408,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,28,,204,E128 28 MM 8 OPAK BEYAZ KOLI CAKMA,4,2,16.9,4,2,16.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1409,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,9,23.3,12,9,23.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1410,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,90,,206,E064 90 MM KULPLU 17 OPAK SARI KOLI STANDART,4,3,18.9,4,3,18.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1411,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,26.95,12,9,26.95,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1412,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK GOLD KOLI STANDART,4,3,24,4,3,24,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1413,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK MAVİ PLT.IC.KOLI STANDART,100,,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK MAVİ PLT.IC.KOLI STANDART,4,4,17.6,4,4,17.6,missing_gramaj_gr
